StudentID,StudentName,CourseName,EnrollDate
852,Ravi Singh,AI,24-05-2025
877,Arjun Gupta,AI,27-07-2025
896,Neha Rao,AI,29-06-2025
901,Amit Patel,AI,28-07-2025
907,Amit Patel,AI,08-04-2025
913,Sneha Gupta,AI,10-05-2025
925,Amit Reddy,AI,12-01-2026
930,Sneha Sharma,AI,15-08-2025
934,Arjun Rao,AI,14-08-2025
976,Pooja Patel,AI,30-03-2025
979,Priya Rao,AI,14-02-2025
987,Arjun Singh,AI,30-07-2025
997,Pooja Singh,AI,04-06-2025
3,Amit Rao,ML,24-02-2025
12,Priya Iyer,ML,18-08-2025
16,Ravi Rao,ML,04-06-2025
18,Neha Rao,ML,23-09-2025
23,Arjun Verma,ML,29-07-2025
27,Rahul Rao,ML,22-02-2025
32,Kiran Patel,ML,23-01-2025
37,Amit Reddy,ML,06-06-2025
38,Anjali Gupta,ML,01-08-2025
48,Amit Patel,ML,03-07-2025
63,Arjun Sharma,ML,05-12-2025
79,Amit Verma,ML,28-07-2025
87,Arjun Sharma,ML,17-12-2025
93,Neha Iyer,ML,13-07-2025
95,Arjun Gupta,ML,06-01-2026
123,Ravi Rao,ML,24-10-2025
180,Amit Iyer,ML,27-08-2025
209,Ravi Reddy,ML,24-12-2025
210,Sneha Gupta,ML,19-06-2025
221,Kiran Patel,ML,23-04-2025
226,Sneha Rao,ML,24-12-2025
258,Ravi Reddy,ML,18-03-2025
274,Kiran Rao,ML,24-08-2025
275,Neha Singh,ML,05-12-2025
282,Sneha Verma,ML,05-08-2025
315,Ravi Patel,ML,15-09-2025
319,Rahul Singh,ML,23-09-2025
320,Kiran Patel,ML,06-02-2025
326,Priya Reddy,ML,18-10-2025
340,Arjun Rao,ML,18-10-2025
348,Sneha Singh,ML,21-11-2025
353,Anjali Patel,ML,19-09-2025
356,Kiran Gupta,ML,18-12-2025
363,Kiran Sharma,ML,26-05-2025
365,Arjun Singh,ML,09-02-2025
373,Ravi Patel,ML,19-02-2025
397,Priya Reddy,ML,30-05-2025
406,Sneha Verma,ML,19-08-2025
426,Priya Gupta,ML,27-10-2025
439,Priya Sharma,ML,23-02-2025
453,Ravi Gupta,ML,04-01-2026
456,Anjali Iyer,ML,28-06-2025
470,Priya Verma,ML,07-04-2025
484,Ravi Singh,ML,11-05-2025
487,Ravi Verma,ML,17-06-2025
490,Neha Iyer,ML,30-12-2025
498,Amit Singh,ML,14-03-2025
503,Ravi Iyer,ML,03-11-2025
507,Pooja Patel,ML,06-08-2025
522,Sneha Iyer,ML,25-09-2025
527,Sneha Reddy,ML,26-02-2025
537,Priya Rao,ML,06-06-2025
556,Arjun Reddy,ML,10-07-2025
558,Ravi Verma,ML,12-03-2025
577,Sneha Verma,ML,02-04-2025
589,Rahul Patel,ML,29-03-2025
598,Arjun Patel,ML,07-03-2025
606,Amit Verma,ML,13-05-2025
617,Kiran Verma,ML,16-03-2025
622,Rahul Rao,ML,07-11-2025
631,Amit Sharma,ML,20-10-2025
642,Sneha Reddy,ML,15-02-2025
653,Arjun Iyer,ML,10-02-2025
658,Pooja Singh,ML,18-05-2025
675,Anjali Reddy,ML,22-08-2025
694,Kiran Reddy,ML,19-11-2025
701,Kiran Sharma,ML,19-11-2025
706,Ravi Rao,ML,22-05-2025
708,Sneha Rao,ML,06-04-2025
710,Arjun Reddy,ML,06-12-2025
718,Rahul Patel,ML,20-11-2025
721,Amit Gupta,ML,12-09-2025
723,Neha Reddy,ML,19-10-2025
731,Amit Patel,ML,16-04-2025
744,Ravi Gupta,ML,18-03-2025
750,Kiran Iyer,ML,04-12-2025
752,Kiran Sharma,ML,01-03-2025
789,Pooja Iyer,ML,17-09-2025
799,Ravi Sharma,ML,11-12-2025
801,Sneha Gupta,ML,09-11-2025
806,Sneha Reddy,ML,11-02-2025
809,Pooja Gupta,ML,19-10-2025
829,Sneha Rao,ML,16-03-2025
856,Kiran Reddy,ML,14-04-2025
865,Neha Patel,ML,19-08-2025
869,Ravi Reddy,ML,04-03-2025
881,Rahul Reddy,ML,26-02-2025
887,Arjun Iyer,ML,03-05-2025
888,Arjun Iyer,ML,19-03-2025
903,Amit Singh,ML,08-07-2025
912,Priya Patel,ML,24-01-2025
917,Sneha Patel,ML,11-10-2025
926,Pooja Reddy,ML,30-09-2025
929,Rahul Gupta,ML,03-08-2025
945,Kiran Rao,ML,14-03-2025
953,Pooja Gupta,ML,14-03-2025
956,Ravi Reddy,ML,08-11-2025
965,Amit Gupta,ML,10-06-2025
980,Anjali Reddy,ML,17-01-2026
981,Priya Rao,ML,23-02-2025
998,Neha Verma,ML,24-01-2025
1000,Anjali Iyer,ML,18-12-2025
35,Pooja Reddy,Web Development,03-03-2025
45,Pooja Verma,Web Development,14-09-2025
59,Priya Reddy,Web Development,06-04-2025
60,Neha Gupta,Web Development,09-04-2025
61,Ravi Patel,Web Development,08-01-2026
82,Neha Sharma,Web Development,19-10-2025
83,Anjali Gupta,Web Development,30-08-2025
86,Neha Verma,Web Development,14-10-2025
112,Ravi Rao,Web Development,08-07-2025
118,Pooja Patel,Web Development,01-09-2025
140,Kiran Verma,Web Development,05-10-2025
142,Amit Iyer,Web Development,19-12-2025
143,Kiran Iyer,Web Development,14-01-2026
146,Rahul Patel,Web Development,28-05-2025
151,Rahul Gupta,Web Development,24-08-2025
158,Pooja Verma,Web Development,07-04-2025
171,Pooja Patel,Web Development,07-07-2025
172,Pooja Verma,Web Development,26-06-2025
174,Kiran Gupta,Web Development,15-01-2026
181,Ravi Rao,Web Development,18-05-2025
189,Priya Verma,Web Development,17-07-2025
199,Anjali Reddy,Web Development,30-10-2025
203,Rahul Sharma,Web Development,17-08-2025
206,Amit Rao,Web Development,15-07-2025
208,Anjali Reddy,Web Development,23-03-2025
216,Anjali Singh,Web Development,24-06-2025
231,Arjun Rao,Web Development,06-10-2025
254,Pooja Verma,Web Development,14-01-2026
271,Sneha Reddy,Web Development,08-01-2026
276,Rahul Rao,Web Development,19-07-2025
287,Rahul Sharma,Web Development,15-06-2025
331,Arjun Iyer,Web Development,02-02-2025
347,Priya Patel,Web Development,22-06-2025
360,Ravi Reddy,Web Development,28-10-2025
368,Arjun Singh,Web Development,20-01-2025
378,Ravi Singh,Web Development,15-07-2025
383,Pooja Verma,Web Development,11-03-2025
390,Pooja Sharma,Web Development,02-11-2025
399,Arjun Sharma,Web Development,15-01-2026
401,Priya Verma,Web Development,21-08-2025
408,Sneha Rao,Web Development,18-08-2025
412,Kiran Verma,Web Development,15-08-2025
434,Neha Singh,Web Development,09-10-2025
452,Sneha Patel,Web Development,03-09-2025
481,Sneha Rao,Web Development,15-08-2025
493,Kiran Patel,Web Development,23-04-2025
494,Pooja Rao,Web Development,30-04-2025
508,Kiran Singh,Web Development,16-04-2025
530,Amit Rao,Web Development,24-09-2025
536,Anjali Singh,Web Development,19-02-2025
551,Pooja Singh,Web Development,16-08-2025
557,Arjun Iyer,Web Development,24-11-2025
560,Neha Rao,Web Development,17-08-2025
574,Kiran Iyer,Web Development,08-10-2025
575,Priya Iyer,Web Development,31-12-2025
591,Pooja Sharma,Web Development,11-07-2025
607,Sneha Iyer,Web Development,16-12-2025
618,Arjun Rao,Web Development,10-02-2025
620,Priya Sharma,Web Development,24-11-2025
626,Neha Reddy,Web Development,14-04-2025
630,Amit Singh,Web Development,22-10-2025
639,Anjali Iyer,Web Development,25-12-2025
643,Priya Reddy,Web Development,03-09-2025
647,Kiran Gupta,Web Development,19-10-2025
650,Neha Gupta,Web Development,03-11-2025
651,Rahul Patel,Web Development,02-03-2025
655,Ravi Singh,Web Development,15-11-2025
678,Kiran Reddy,Web Development,03-07-2025
681,Anjali Rao,Web Development,27-08-2025
682,Neha Patel,Web Development,25-02-2025
688,Priya Rao,Web Development,28-12-2025
697,Pooja Iyer,Web Development,24-06-2025
699,Arjun Verma,Web Development,21-11-2025
703,Sneha Reddy,Web Development,13-07-2025
713,Sneha Verma,Web Development,23-09-2025
727,Priya Gupta,Web Development,08-07-2025
759,Rahul Iyer,Web Development,21-06-2025
772,Pooja Reddy,Web Development,22-10-2025
780,Priya Verma,Web Development,24-02-2025
786,Neha Iyer,Web Development,08-10-2025
807,Priya Iyer,Web Development,25-09-2025
820,Ravi Gupta,Web Development,16-08-2025
828,Pooja Rao,Web Development,18-03-2025
840,Priya Singh,Web Development,18-03-2025
843,Anjali Verma,Web Development,30-11-2025
854,Rahul Iyer,Web Development,01-03-2025
867,Kiran Sharma,Web Development,14-03-2025
870,Anjali Patel,Web Development,18-02-2025
905,Neha Patel,Web Development,28-12-2025
910,Kiran Rao,Web Development,04-09-2025
911,Rahul Verma,Web Development,20-11-2025
960,Sneha Patel,Web Development,21-06-2025
966,Sneha Singh,Web Development,15-02-2025
973,Neha Iyer,Web Development,10-10-2025
982,Kiran Patel,Web Development,20-10-2025
993,Priya Verma,Web Development,24-11-2025
49,Ravi Patel,Cloud Computing,13-05-2025
67,Kiran Patel,Cloud Computing,02-08-2025
71,Ravi Sharma,Cloud Computing,10-06-2025
109,Ravi Reddy,Cloud Computing,04-08-2025
114,Priya Sharma,Cloud Computing,13-02-2025
134,Anjali Sharma,Cloud Computing,31-08-2025
139,Amit Gupta,Cloud Computing,09-04-2025
182,Amit Verma,Cloud Computing,18-04-2025
188,Arjun Reddy,Cloud Computing,22-08-2025
192,Priya Iyer,Cloud Computing,04-02-2025
223,Kiran Rao,Cloud Computing,16-09-2025
224,Kiran Iyer,Cloud Computing,21-01-2025
230,Sneha Rao,Cloud Computing,15-02-2025
239,Amit Singh,Cloud Computing,28-07-2025
252,Amit Singh,Cloud Computing,05-03-2025
256,Neha Singh,Cloud Computing,05-07-2025
273,Ravi Verma,Cloud Computing,04-10-2025
295,Anjali Iyer,Cloud Computing,10-05-2025
299,Rahul Iyer,Cloud Computing,06-12-2025
306,Sneha Sharma,Cloud Computing,03-09-2025
342,Anjali Reddy,Cloud Computing,31-01-2025
349,Sneha Verma,Cloud Computing,15-02-2025
358,Ravi Rao,Cloud Computing,23-05-2025
372,Ravi Rao,Cloud Computing,05-10-2025
374,Kiran Singh,Cloud Computing,09-07-2025
377,Anjali Singh,Cloud Computing,15-03-2025
417,Kiran Sharma,Cloud Computing,09-07-2025
429,Sneha Patel,Cloud Computing,02-02-2025
464,Priya Gupta,Cloud Computing,02-09-2025
466,Anjali Reddy,Cloud Computing,20-10-2025
468,Ravi Iyer,Cloud Computing,15-10-2025
517,Anjali Verma,Cloud Computing,30-12-2025
525,Priya Sharma,Cloud Computing,31-01-2025
526,Ravi Patel,Cloud Computing,28-06-2025
546,Amit Gupta,Cloud Computing,13-03-2025
562,Rahul Reddy,Cloud Computing,08-04-2025
563,Rahul Iyer,Cloud Computing,25-01-2025
566,Anjali Verma,Cloud Computing,25-10-2025
582,Neha Singh,Cloud Computing,08-07-2025
596,Pooja Rao,Cloud Computing,16-12-2025
600,Anjali Rao,Cloud Computing,26-05-2025
603,Arjun Sharma,Cloud Computing,20-08-2025
612,Neha Gupta,Cloud Computing,30-03-2025
632,Ravi Iyer,Cloud Computing,19-10-2025
633,Neha Verma,Cloud Computing,15-12-2025
641,Pooja Gupta,Cloud Computing,13-07-2025
671,Ravi Verma,Cloud Computing,27-07-2025
679,Kiran Iyer,Cloud Computing,24-05-2025
684,Sneha Singh,Cloud Computing,17-08-2025
687,Rahul Iyer,Cloud Computing,15-11-2025
715,Amit Patel,Cloud Computing,24-11-2025
722,Arjun Reddy,Cloud Computing,26-09-2025
740,Anjali Patel,Cloud Computing,14-04-2025
746,Amit Verma,Cloud Computing,15-05-2025
779,Pooja Gupta,Cloud Computing,05-06-2025
788,Pooja Patel,Cloud Computing,13-07-2025
790,Ravi Singh,Cloud Computing,29-03-2025
800,Kiran Singh,Cloud Computing,14-03-2025
819,Kiran Singh,Cloud Computing,31-01-2025
827,Sneha Gupta,Cloud Computing,07-05-2025
833,Sneha Gupta,Cloud Computing,26-05-2025
839,Neha Patel,Cloud Computing,11-11-2025
844,Arjun Reddy,Cloud Computing,25-08-2025
855,Rahul Reddy,Cloud Computing,24-11-2025
857,Priya Gupta,Cloud Computing,01-08-2025
859,Amit Reddy,Cloud Computing,04-08-2025
860,Pooja Reddy,Cloud Computing,31-05-2025
861,Sneha Iyer,Cloud Computing,20-09-2025
878,Priya Patel,Cloud Computing,19-12-2025
886,Kiran Iyer,Cloud Computing,30-10-2025
909,Neha Sharma,Cloud Computing,19-09-2025
916,Priya Iyer,Cloud Computing,06-12-2025
937,Anjali Iyer,Cloud Computing,14-06-2025
943,Amit Iyer,Cloud Computing,11-09-2025
961,Amit Iyer,Cloud Computing,11-09-2025
970,Pooja Sharma,Cloud Computing,07-09-2025
977,Kiran Reddy,Cloud Computing,12-12-2025
992,Sneha Sharma,Cloud Computing,22-10-2025
995,Amit Singh,Cloud Computing,22-03-2025
10,Kiran Reddy,Cyber Security,24-03-2025
29,Pooja Verma,Cyber Security,01-02-2025
81,Neha Verma,Cyber Security,30-10-2025
113,Neha Patel,Cyber Security,26-07-2025
119,Rahul Rao,Cyber Security,29-09-2025
120,Priya Sharma,Cyber Security,01-05-2025
126,Amit Reddy,Cyber Security,26-03-2025
128,Anjali Gupta,Cyber Security,01-07-2025
154,Amit Rao,Cyber Security,25-02-2025
191,Priya Gupta,Cyber Security,26-04-2025
193,Priya Verma,Cyber Security,15-08-2025
201,Ravi Singh,Cyber Security,05-03-2025
204,Sneha Verma,Cyber Security,09-12-2025
207,Kiran Patel,Cyber Security,07-11-2025
222,Kiran Gupta,Cyber Security,21-02-2025
225,Sneha Singh,Cyber Security,22-02-2025
232,Amit Verma,Cyber Security,25-09-2025
240,Neha Singh,Cyber Security,31-01-2025
260,Ravi Patel,Cyber Security,09-04-2025
279,Ravi Gupta,Cyber Security,02-05-2025
289,Ravi Singh,Cyber Security,03-12-2025
296,Amit Rao,Cyber Security,17-09-2025
300,Priya Iyer,Cyber Security,18-01-2025
312,Rahul Reddy,Cyber Security,21-06-2025
313,Kiran Rao,Cyber Security,07-08-2025
316,Anjali Patel,Cyber Security,23-03-2025
335,Sneha Verma,Cyber Security,20-11-2025
354,Priya Patel,Cyber Security,17-02-2025
375,Neha Patel,Cyber Security,09-10-2025
387,Pooja Rao,Cyber Security,24-08-2025
395,Ravi Sharma,Cyber Security,06-10-2025
407,Arjun Rao,Cyber Security,16-07-2025
427,Priya Iyer,Cyber Security,14-01-2026
447,Amit Rao,Cyber Security,04-11-2025
455,Ravi Iyer,Cyber Security,23-11-2025
467,Arjun Singh,Cyber Security,07-01-2026
477,Priya Reddy,Cyber Security,22-04-2025
496,Ravi Gupta,Cyber Security,19-09-2025
499,Pooja Patel,Cyber Security,14-06-2025
501,Pooja Verma,Cyber Security,09-05-2025
533,Arjun Reddy,Cyber Security,01-04-2025
535,Kiran Singh,Cyber Security,22-03-2025
538,Ravi Gupta,Cyber Security,26-06-2025
540,Pooja Singh,Cyber Security,05-03-2025
549,Anjali Rao,Cyber Security,23-09-2025
555,Pooja Sharma,Cyber Security,14-04-2025
569,Amit Rao,Cyber Security,18-09-2025
579,Pooja Sharma,Cyber Security,05-03-2025
590,Rahul Gupta,Cyber Security,14-04-2025
602,Neha Singh,Cyber Security,15-07-2025
623,Ravi Reddy,Cyber Security,29-04-2025
627,Neha Iyer,Cyber Security,16-05-2025
637,Sneha Verma,Cyber Security,29-01-2025
646,Amit Gupta,Cyber Security,03-08-2025
652,Sneha Reddy,Cyber Security,21-05-2025
662,Kiran Verma,Cyber Security,26-12-2025
669,Kiran Sharma,Cyber Security,16-02-2025
689,Neha Sharma,Cyber Security,20-12-2025
691,Anjali Sharma,Cyber Security,06-06-2025
702,Kiran Sharma,Cyber Security,22-03-2025
707,Pooja Iyer,Cyber Security,16-06-2025
709,Amit Sharma,Cyber Security,31-12-2025
714,Priya Patel,Cyber Security,10-03-2025
716,Anjali Singh,Cyber Security,04-02-2025
719,Anjali Singh,Cyber Security,23-11-2025
734,Ravi Sharma,Cyber Security,01-01-2026
737,Ravi Patel,Cyber Security,15-05-2025
760,Sneha Singh,Cyber Security,02-01-2026
777,Arjun Singh,Cyber Security,22-12-2025
822,Amit Gupta,Cyber Security,28-07-2025
825,Pooja Verma,Cyber Security,16-05-2025
849,Arjun Iyer,Cyber Security,12-11-2025
850,Rahul Gupta,Cyber Security,07-09-2025
851,Pooja Gupta,Cyber Security,26-04-2025
928,Priya Verma,Cyber Security,09-08-2025
938,Sneha Gupta,Cyber Security,08-01-2026
947,Ravi Rao,Cyber Security,08-05-2025
950,Amit Rao,Cyber Security,25-08-2025
952,Rahul Rao,Cyber Security,31-10-2025
955,Arjun Reddy,Cyber Security,03-04-2025
962,Rahul Reddy,Cyber Security,18-06-2025
963,Ravi Patel,Cyber Security,08-04-2025
964,Neha Singh,Cyber Security,02-07-2025
968,Arjun Patel,Cyber Security,21-01-2025
975,Amit Gupta,Cyber Security,20-05-2025
985,Kiran Rao,Cyber Security,08-09-2025
